year,carrier,hour,minute,time_hour,seconds
2013,UA,7,20,2013-01-31T07:00:00Z,:00
2013,AA,7,30,2013-01-31T07:00:00Z,:00
2013,AA,7,30,2013-01-31T07:00:00Z,:00
2013,AA,7,15,2013-01-31T07:00:00Z,:00
2013,MQ,7,5,2013-01-31T07:00:00Z,:00
2013,DL,7,30,2013-01-31T07:00:00Z,:00
2013,B6,7,29,2013-01-31T07:00:00Z,:00
2013,UA,7,15,2013-01-31T07:00:00Z,:00
2013,B6,7,31,2013-01-31T07:00:00Z,:00
2013,VX,7,30,2013-01-31T07:00:00Z,:00
2013,EV,6,30,2013-01-31T06:00:00Z,:00
2013,B6,7,10,2013-01-31T07:00:00Z,:00
2013,UA,7,30,2013-01-31T07:00:00Z,:00
2013,DL,7,40,2013-01-31T07:00:00Z,:00
2013,B6,7,35,2013-01-31T07:00:00Z,:00
2013,AA,7,30,2013-01-31T07:00:00Z,:00
2013,UA,7,40,2013-01-31T07:00:00Z,:00
2013,AA,7,45,2013-01-31T07:00:00Z,:00
2013,UA,7,40,2013-01-31T07:00:00Z,:00
2013,AA,7,45,2013-01-31T07:00:00Z,:00
2013,EV,7,40,2013-01-31T07:00:00Z,:00
2013,UA,7,45,2013-01-31T07:00:00Z,:00
2013,DL,7,53,2013-01-31T07:00:00Z,:00
2013,AA,7,55,2013-01-31T07:00:00Z,:00
2013,B6,7,57,2013-01-31T07:00:00Z,:00
2013,B6,8,0,2013-01-31T08:00:00Z,:00
2013,B6,7,5,2013-01-31T07:00:00Z,:00
2013,WN,7,55,2013-01-31T07:00:00Z,:00
2013,DL,7,59,2013-01-31T07:00:00Z,:00
2013,UA,7,45,2013-01-31T07:00:00Z,:00
2013,US,7,59,2013-01-31T07:00:00Z,:00
2013,UA,8,0,2013-01-31T08:00:00Z,:00
2013,DL,8,0,2013-01-31T08:00:00Z,:00
2013,EV,8,3,2013-01-31T08:00:00Z,:00
2013,EV,7,59,2013-01-31T07:00:00Z,:00
2013,9E,8,5,2013-01-31T08:00:00Z,:00
2013,DL,8,10,2013-01-31T08:00:00Z,:00
2013,EV,7,59,2013-01-31T07:00:00Z,:00
2013,EV,6,30,2013-01-31T06:00:00Z,:00
2013,FL,8,10,2013-01-31T08:00:00Z,:00
2013,AA,8,10,2013-01-31T08:00:00Z,:00
2013,AA,8,10,2013-01-31T08:00:00Z,:00
2013,UA,7,59,2013-01-31T07:00:00Z,:00
2013,WN,8,0,2013-01-31T08:00:00Z,:00
2013,DL,8,15,2013-01-31T08:00:00Z,:00
2013,DL,8,10,2013-01-31T08:00:00Z,:00
2013,US,8,15,2013-01-31T08:00:00Z,:00
2013,9E,8,15,2013-01-31T08:00:00Z,:00
2013,B6,8,12,2013-01-31T08:00:00Z,:00
2013,DL,8,17,2013-01-31T08:00:00Z,:00
2013,DL,8,15,2013-01-31T08:00:00Z,:00
2013,MQ,8,15,2013-01-31T08:00:00Z,:00
2013,EV,7,59,2013-01-31T07:00:00Z,:00
2013,US,6,15,2013-01-31T06:00:00Z,:00
2013,EV,7,20,2013-01-31T07:00:00Z,:00
2013,EV,7,5,2013-01-31T07:00:00Z,:00
2013,9E,8,20,2013-01-31T08:00:00Z,:00
2013,B6,8,5,2013-01-31T08:00:00Z,:00
2013,EV,6,30,2013-01-31T06:00:00Z,:00
2013,EV,8,34,2013-01-31T08:00:00Z,:00
2013,EV,8,27,2013-01-31T08:00:00Z,:00
2013,9E,8,20,2013-01-31T08:00:00Z,:00
2013,MQ,8,20,2013-01-31T08:00:00Z,:00
2013,UA,8,30,2013-01-31T08:00:00Z,:00
2013,UA,7,59,2013-01-31T07:00:00Z,:00
2013,EV,8,3,2013-01-31T08:00:00Z,:00
2013,AA,8,30,2013-01-31T08:00:00Z,:00
2013,B6,7,47,2013-01-31T07:00:00Z,:00
2013,WN,8,30,2013-01-31T08:00:00Z,:00
2013,DL,8,30,2013-01-31T08:00:00Z,:00
2013,F9,8,30,2013-01-31T08:00:00Z,:00
2013,AA,8,30,2013-01-31T08:00:00Z,:00
2013,B6,8,28,2013-01-31T08:00:00Z,:00
2013,9E,8,30,2013-01-31T08:00:00Z,:00
2013,B6,8,19,2013-01-31T08:00:00Z,:00
2013,UA,8,40,2013-01-31T08:00:00Z,:00
2013,UA,8,30,2013-01-31T08:00:00Z,:00
2013,9E,8,40,2013-01-31T08:00:00Z,:00
2013,B6,8,40,2013-01-31T08:00:00Z,:00
2013,UA,8,34,2013-01-31T08:00:00Z,:00
2013,UA,8,30,2013-01-31T08:00:00Z,:00
2013,US,8,45,2013-01-31T08:00:00Z,:00
2013,UA,8,35,2013-01-31T08:00:00Z,:00
2013,AA,8,35,2013-01-31T08:00:00Z,:00
2013,AA,8,45,2013-01-31T08:00:00Z,:00
2013,EV,8,40,2013-01-31T08:00:00Z,:00
2013,9E,8,45,2013-01-31T08:00:00Z,:00
2013,B6,8,7,2013-01-31T08:00:00Z,:00
2013,B6,8,55,2013-01-31T08:00:00Z,:00
2013,DL,8,59,2013-01-31T08:00:00Z,:00
2013,EV,8,55,2013-01-31T08:00:00Z,:00
2013,9E,8,55,2013-01-31T08:00:00Z,:00
2013,AA,9,0,2013-01-31T09:00:00Z,:00
2013,B6,9,0,2013-01-31T09:00:00Z,:00
2013,UA,8,57,2013-01-31T08:00:00Z,:00
2013,UA,9,0,2013-01-31T09:00:00Z,:00
2013,DL,9,0,2013-01-31T09:00:00Z,:00
2013,AA,9,0,2013-01-31T09:00:00Z,:00
2013,B6,8,25,2013-01-31T08:00:00Z,:00
2013,US,6,30,2013-01-31T06:00:00Z,:00
2013,UA,9,0,2013-01-31T09:00:00Z,:00
2013,DL,9,0,2013-01-31T09:00:00Z,:00
2013,DL,9,0,2013-01-31T09:00:00Z,:00
2013,HA,9,0,2013-01-31T09:00:00Z,:00
2013,VX,9,5,2013-01-31T09:00:00Z,:00
2013,UA,9,0,2013-01-31T09:00:00Z,:00
2013,UA,9,4,2013-01-31T09:00:00Z,:00
2013,UA,9,3,2013-01-31T09:00:00Z,:00
2013,UA,9,0,2013-01-31T09:00:00Z,:00
2013,EV,9,8,2013-01-31T09:00:00Z,:00
2013,UA,8,57,2013-01-31T08:00:00Z,:00
2013,MQ,9,5,2013-01-31T09:00:00Z,:00
2013,UA,8,59,2013-01-31T08:00:00Z,:00
2013,MQ,8,50,2013-01-31T08:00:00Z,:00
2013,EV,8,50,2013-01-31T08:00:00Z,:00
2013,DL,8,27,2013-01-31T08:00:00Z,:00
2013,9E,7,50,2013-01-31T07:00:00Z,:00
2013,UA,9,6,2013-01-31T09:00:00Z,:00
2013,B6,9,15,2013-01-31T09:00:00Z,:00
2013,UA,9,8,2013-01-31T09:00:00Z,:00
2013,EV,8,43,2013-01-31T08:00:00Z,:00
2013,UA,7,0,2013-01-31T07:00:00Z,:00
2013,AA,9,20,2013-01-31T09:00:00Z,:00
2013,DL,9,5,2013-01-31T09:00:00Z,:00
2013,AA,9,20,2013-01-31T09:00:00Z,:00
2013,EV,9,24,2013-01-31T09:00:00Z,:00
2013,B6,9,5,2013-01-31T09:00:00Z,:00
2013,B6,9,28,2013-01-31T09:00:00Z,:00
2013,WN,9,25,2013-01-31T09:00:00Z,:00
2013,EV,8,22,2013-01-31T08:00:00Z,:00
2013,B6,9,30,2013-01-31T09:00:00Z,:00
2013,EV,9,29,2013-01-31T09:00:00Z,:00
2013,B6,9,21,2013-01-31T09:00:00Z,:00
2013,MQ,8,10,2013-01-31T08:00:00Z,:00
2013,B6,9,35,2013-01-31T09:00:00Z,:00
2013,B6,9,29,2013-01-31T09:00:00Z,:00
2013,VX,9,35,2013-01-31T09:00:00Z,:00
2013,AA,9,40,2013-01-31T09:00:00Z,:00
2013,EV,8,10,2013-01-31T08:00:00Z,:00
2013,9E,9,30,2013-01-31T09:00:00Z,:00
2013,AA,9,45,2013-01-31T09:00:00Z,:00
2013,EV,9,29,2013-01-31T09:00:00Z,:00
2013,B6,9,50,2013-01-31T09:00:00Z,:00
2013,UA,9,20,2013-01-31T09:00:00Z,:00
2013,B6,9,35,2013-01-31T09:00:00Z,:00
2013,WN,9,50,2013-01-31T09:00:00Z,:00
2013,9E,9,50,2013-01-31T09:00:00Z,:00
2013,B6,10,0,2013-01-31T10:00:00Z,:00
2013,B6,9,15,2013-01-31T09:00:00Z,:00
2013,MQ,9,55,2013-01-31T09:00:00Z,:00
2013,DL,10,0,2013-01-31T10:00:00Z,:00
2013,EV,10,6,2013-01-31T10:00:00Z,:00
2013,B6,9,59,2013-01-31T09:00:00Z,:00
2013,WN,9,45,2013-01-31T09:00:00Z,:00
2013,DL,10,0,2013-01-31T10:00:00Z,:00
2013,UA,9,58,2013-01-31T09:00:00Z,:00
2013,UA,9,55,2013-01-31T09:00:00Z,:00
2013,EV,8,58,2013-01-31T08:00:00Z,:00
2013,UA,10,0,2013-01-31T10:00:00Z,:00
2013,DL,10,5,2013-01-31T10:00:00Z,:00
2013,US,9,59,2013-01-31T09:00:00Z,:00
2013,UA,10,0,2013-01-31T10:00:00Z,:00
2013,MQ,8,40,2013-01-31T08:00:00Z,:00
2013,DL,9,0,2013-01-31T09:00:00Z,:00
2013,EV,10,6,2013-01-31T10:00:00Z,:00
2013,US,10,15,2013-01-31T10:00:00Z,:00
2013,US,10,15,2013-01-31T10:00:00Z,:00
2013,AA,10,20,2013-01-31T10:00:00Z,:00
2013,UA,10,15,2013-01-31T10:00:00Z,:00
2013,EV,8,29,2013-01-31T08:00:00Z,:00
2013,AA,10,30,2013-01-31T10:00:00Z,:00
2013,VX,10,30,2013-01-31T10:00:00Z,:00
2013,DL,10,30,2013-01-31T10:00:00Z,:00
2013,EV,10,32,2013-01-31T10:00:00Z,:00
2013,AA,10,30,2013-01-31T10:00:00Z,:00
2013,MQ,9,59,2013-01-31T09:00:00Z,:00
2013,B6,10,31,2013-01-31T10:00:00Z,:00
2013,UA,10,0,2013-01-31T10:00:00Z,:00
2013,US,10,0,2013-01-31T10:00:00Z,:00
2013,DL,10,45,2013-01-31T10:00:00Z,:00
2013,MQ,10,50,2013-01-31T10:00:00Z,:00
2013,MQ,8,35,2013-01-31T08:00:00Z,:00
2013,UA,10,43,2013-01-31T10:00:00Z,:00
2013,US,10,15,2013-01-31T10:00:00Z,:00
2013,MQ,10,10,2013-01-31T10:00:00Z,:00
2013,B6,10,39,2013-01-31T10:00:00Z,:00
2013,UA,10,56,2013-01-31T10:00:00Z,:00
2013,UA,10,50,2013-01-31T10:00:00Z,:00
2013,DL,10,16,2013-01-31T10:00:00Z,:00
2013,UA,10,52,2013-01-31T10:00:00Z,:00
2013,EV,9,57,2013-01-31T09:00:00Z,:00
2013,B6,10,59,2013-01-31T10:00:00Z,:00
2013,DL,11,0,2013-01-31T11:00:00Z,:00
2013,DL,10,21,2013-01-31T10:00:00Z,:00
2013,UA,11,0,2013-01-31T11:00:00Z,:00
2013,DL,11,0,2013-01-31T11:00:00Z,:00
2013,US,11,0,2013-01-31T11:00:00Z,:00
2013,UA,11,0,2013-01-31T11:00:00Z,:00
2013,MQ,11,0,2013-01-31T11:00:00Z,:00
2013,B6,10,50,2013-01-31T10:00:00Z,:00
2013,US,11,0,2013-01-31T11:00:00Z,:00
2013,EV,10,42,2013-01-31T10:00:00Z,:00
2013,B6,11,10,2013-01-31T11:00:00Z,:00
2013,US,10,0,2013-01-31T10:00:00Z,:00
2013,DL,11,14,2013-01-31T11:00:00Z,:00
2013,AA,11,15,2013-01-31T11:00:00Z,:00
2013,EV,10,15,2013-01-31T10:00:00Z,:00
2013,B6,11,29,2013-01-31T11:00:00Z,:00
2013,DL,11,25,2013-01-31T11:00:00Z,:00
2013,DL,11,30,2013-01-31T11:00:00Z,:00
2013,AA,11,25,2013-01-31T11:00:00Z,:00
2013,B6,11,25,2013-01-31T11:00:00Z,:00
2013,WN,11,30,2013-01-31T11:00:00Z,:00
2013,DL,11,34,2013-01-31T11:00:00Z,:00
2013,EV,11,33,2013-01-31T11:00:00Z,:00
2013,B6,11,29,2013-01-31T11:00:00Z,:00
2013,UA,11,30,2013-01-31T11:00:00Z,:00
2013,AA,11,40,2013-01-31T11:00:00Z,:00
2013,MQ,10,30,2013-01-31T10:00:00Z,:00
2013,UA,11,19,2013-01-31T11:00:00Z,:00
2013,UA,11,30,2013-01-31T11:00:00Z,:00
2013,FL,11,45,2013-01-31T11:00:00Z,:00
2013,9E,9,55,2013-01-31T09:00:00Z,:00
2013,DL,11,40,2013-01-31T11:00:00Z,:00
2013,WN,11,0,2013-01-31T11:00:00Z,:00
2013,UA,11,44,2013-01-31T11:00:00Z,:00
2013,DL,11,45,2013-01-31T11:00:00Z,:00
2013,WN,11,5,2013-01-31T11:00:00Z,:00
2013,MQ,11,15,2013-01-31T11:00:00Z,:00
2013,B6,11,55,2013-01-31T11:00:00Z,:00
2013,UA,12,0,2013-01-31T12:00:00Z,:00
2013,9E,11,55,2013-01-31T11:00:00Z,:00
2013,US,12,0,2013-01-31T12:00:00Z,:00
2013,MQ,12,0,2013-01-31T12:00:00Z,:00
2013,B6,8,10,2013-01-31T08:00:00Z,:00
2013,WN,12,5,2013-01-31T12:00:00Z,:00
2013,B6,12,10,2013-01-31T12:00:00Z,:00
2013,US,12,0,2013-01-31T12:00:00Z,:00
2013,WN,12,10,2013-01-31T12:00:00Z,:00
2013,DL,11,45,2013-01-31T11:00:00Z,:00
2013,EV,11,15,2013-01-31T11:00:00Z,:00
2013,MQ,11,35,2013-01-31T11:00:00Z,:00
2013,MQ,12,0,2013-01-31T12:00:00Z,:00
2013,B6,12,20,2013-01-31T12:00:00Z,:00
2013,AA,12,0,2013-01-31T12:00:00Z,:00
2013,US,10,0,2013-01-31T10:00:00Z,:00
2013,MQ,12,5,2013-01-31T12:00:00Z,:00
2013,UA,12,17,2013-01-31T12:00:00Z,:00
2013,UA,12,21,2013-01-31T12:00:00Z,:00
2013,DL,11,0,2013-01-31T11:00:00Z,:00
2013,EV,11,44,2013-01-31T11:00:00Z,:00
2013,DL,12,40,2013-01-31T12:00:00Z,:00
2013,DL,12,35,2013-01-31T12:00:00Z,:00
2013,AA,12,45,2013-01-31T12:00:00Z,:00
2013,MQ,11,50,2013-01-31T11:00:00Z,:00
2013,UA,12,35,2013-01-31T12:00:00Z,:00
2013,DL,12,0,2013-01-31T12:00:00Z,:00
2013,UA,11,14,2013-01-31T11:00:00Z,:00
2013,DL,12,50,2013-01-31T12:00:00Z,:00
2013,UA,12,55,2013-01-31T12:00:00Z,:00
2013,WN,12,50,2013-01-31T12:00:00Z,:00
2013,9E,13,0,2013-01-31T13:00:00Z,:00
2013,WN,13,0,2013-01-31T13:00:00Z,:00
2013,UA,12,53,2013-01-31T12:00:00Z,:00
2013,US,12,59,2013-01-31T12:00:00Z,:00
2013,EV,12,50,2013-01-31T12:00:00Z,:00
2013,9E,13,0,2013-01-31T13:00:00Z,:00
2013,AA,12,40,2013-01-31T12:00:00Z,:00
2013,EV,13,0,2013-01-31T13:00:00Z,:00
2013,US,13,0,2013-01-31T13:00:00Z,:00
2013,WN,12,30,2013-01-31T12:00:00Z,:00
2013,EV,12,15,2013-01-31T12:00:00Z,:00
2013,US,9,0,2013-01-31T09:00:00Z,:00
2013,EV,11,0,2013-01-31T11:00:00Z,:00
2013,B6,9,5,2013-01-31T09:00:00Z,:00
2013,EV,13,15,2013-01-31T13:00:00Z,:00
2013,FL,13,8,2013-01-31T13:00:00Z,:00
2013,B6,13,0,2013-01-31T13:00:00Z,:00
2013,VX,13,20,2013-01-31T13:00:00Z,:00
2013,UA,13,17,2013-01-31T13:00:00Z,:00
2013,MQ,12,20,2013-01-31T12:00:00Z,:00
2013,AA,12,45,2013-01-31T12:00:00Z,:00
2013,B6,12,50,2013-01-31T12:00:00Z,:00
2013,US,13,15,2013-01-31T13:00:00Z,:00
2013,DL,13,30,2013-01-31T13:00:00Z,:00
2013,B6,13,22,2013-01-31T13:00:00Z,:00
2013,B6,13,25,2013-01-31T13:00:00Z,:00
2013,B6,12,59,2013-01-31T12:00:00Z,:00
2013,EV,12,0,2013-01-31T12:00:00Z,:00
2013,B6,13,30,2013-01-31T13:00:00Z,:00
2013,EV,13,29,2013-01-31T13:00:00Z,:00
2013,EV,11,20,2013-01-31T11:00:00Z,:00
2013,AA,13,45,2013-01-31T13:00:00Z,:00
2013,B6,13,45,2013-01-31T13:00:00Z,:00
2013,UA,12,59,2013-01-31T12:00:00Z,:00
2013,EV,13,20,2013-01-31T13:00:00Z,:00
2013,UA,13,41,2013-01-31T13:00:00Z,:00
2013,UA,12,51,2013-01-31T12:00:00Z,:00
2013,DL,13,55,2013-01-31T13:00:00Z,:00
2013,EV,13,0,2013-01-31T13:00:00Z,:00
2013,UA,13,45,2013-01-31T13:00:00Z,:00
2013,EV,13,59,2013-01-31T13:00:00Z,:00
2013,B6,13,45,2013-01-31T13:00:00Z,:00
2013,MQ,13,50,2013-01-31T13:00:00Z,:00
2013,UA,11,16,2013-01-31T11:00:00Z,:00
2013,DL,14,0,2013-01-31T14:00:00Z,:00
2013,B6,14,5,2013-01-31T14:00:00Z,:00
2013,DL,13,50,2013-01-31T13:00:00Z,:00
2013,EV,10,50,2013-01-31T10:00:00Z,:00
2013,MQ,12,35,2013-01-31T12:00:00Z,:00
2013,UA,14,14,2013-01-31T14:00:00Z,:00
2013,FL,14,16,2013-01-31T14:00:00Z,:00
2013,DL,14,15,2013-01-31T14:00:00Z,:00
2013,UA,14,18,2013-01-31T14:00:00Z,:00
2013,B6,13,45,2013-01-31T13:00:00Z,:00
2013,MQ,14,20,2013-01-31T14:00:00Z,:00
2013,MQ,14,20,2013-01-31T14:00:00Z,:00
2013,EV,13,15,2013-01-31T13:00:00Z,:00
2013,AA,13,45,2013-01-31T13:00:00Z,:00
2013,B6,12,20,2013-01-31T12:00:00Z,:00
2013,UA,14,29,2013-01-31T14:00:00Z,:00
2013,US,14,0,2013-01-31T14:00:00Z,:00
2013,DL,14,30,2013-01-31T14:00:00Z,:00
2013,UA,14,20,2013-01-31T14:00:00Z,:00
2013,AA,14,30,2013-01-31T14:00:00Z,:00
2013,UA,13,20,2013-01-31T13:00:00Z,:00
2013,DL,14,35,2013-01-31T14:00:00Z,:00
2013,DL,14,35,2013-01-31T14:00:00Z,:00
2013,US,14,0,2013-01-31T14:00:00Z,:00
2013,UA,14,39,2013-01-31T14:00:00Z,:00
2013,UA,14,40,2013-01-31T14:00:00Z,:00
2013,UA,14,40,2013-01-31T14:00:00Z,:00
2013,UA,14,40,2013-01-31T14:00:00Z,:00
2013,DL,13,0,2013-01-31T13:00:00Z,:00
2013,B6,13,24,2013-01-31T13:00:00Z,:00
2013,UA,14,44,2013-01-31T14:00:00Z,:00
2013,B6,14,44,2013-01-31T14:00:00Z,:00
2013,US,14,45,2013-01-31T14:00:00Z,:00
2013,MQ,14,50,2013-01-31T14:00:00Z,:00
2013,MQ,14,50,2013-01-31T14:00:00Z,:00
2013,AA,14,50,2013-01-31T14:00:00Z,:00
2013,B6,14,15,2013-01-31T14:00:00Z,:00
2013,B6,13,3,2013-01-31T13:00:00Z,:00
2013,9E,14,45,2013-01-31T14:00:00Z,:00
2013,UA,13,29,2013-01-31T13:00:00Z,:00
2013,AA,13,30,2013-01-31T13:00:00Z,:00
2013,AA,14,55,2013-01-31T14:00:00Z,:00
2013,AA,14,55,2013-01-31T14:00:00Z,:00
2013,B6,14,45,2013-01-31T14:00:00Z,:00
2013,DL,15,0,2013-01-31T15:00:00Z,:00
2013,UA,14,55,2013-01-31T14:00:00Z,:00
2013,MQ,15,0,2013-01-31T15:00:00Z,:00
2013,US,15,0,2013-01-31T15:00:00Z,:00
2013,B6,14,59,2013-01-31T14:00:00Z,:00
2013,UA,15,0,2013-01-31T15:00:00Z,:00
2013,DL,14,52,2013-01-31T14:00:00Z,:00
2013,9E,15,5,2013-01-31T15:00:00Z,:00
2013,MQ,14,45,2013-01-31T14:00:00Z,:00
2013,UA,15,5,2013-01-31T15:00:00Z,:00
2013,AA,15,5,2013-01-31T15:00:00Z,:00
2013,EV,13,29,2013-01-31T13:00:00Z,:00
2013,MQ,15,10,2013-01-31T15:00:00Z,:00
2013,DL,15,0,2013-01-31T15:00:00Z,:00
2013,WN,13,30,2013-01-31T13:00:00Z,:00
2013,UA,15,10,2013-01-31T15:00:00Z,:00
2013,WN,13,55,2013-01-31T13:00:00Z,:00
2013,UA,12,59,2013-01-31T12:00:00Z,:00
2013,UA,15,6,2013-01-31T15:00:00Z,:00
2013,UA,14,45,2013-01-31T14:00:00Z,:00
2013,9E,15,20,2013-01-31T15:00:00Z,:00
2013,AA,15,30,2013-01-31T15:00:00Z,:00
2013,AA,15,30,2013-01-31T15:00:00Z,:00
2013,AA,15,30,2013-01-31T15:00:00Z,:00
2013,UA,14,57,2013-01-31T14:00:00Z,:00
2013,UA,15,6,2013-01-31T15:00:00Z,:00
2013,DL,15,20,2013-01-31T15:00:00Z,:00
2013,MQ,15,15,2013-01-31T15:00:00Z,:00
2013,AA,15,35,2013-01-31T15:00:00Z,:00
2013,9E,15,40,2013-01-31T15:00:00Z,:00
2013,MQ,15,10,2013-01-31T15:00:00Z,:00
2013,EV,15,7,2013-01-31T15:00:00Z,:00
2013,B6,14,35,2013-01-31T14:00:00Z,:00
2013,9E,15,50,2013-01-31T15:00:00Z,:00
2013,UA,15,15,2013-01-31T15:00:00Z,:00
2013,DL,15,45,2013-01-31T15:00:00Z,:00
2013,B6,14,59,2013-01-31T14:00:00Z,:00
2013,AA,15,45,2013-01-31T15:00:00Z,:00
2013,B6,14,59,2013-01-31T14:00:00Z,:00
2013,UA,15,49,2013-01-31T15:00:00Z,:00
2013,AA,15,50,2013-01-31T15:00:00Z,:00
2013,9E,15,30,2013-01-31T15:00:00Z,:00
2013,US,15,30,2013-01-31T15:00:00Z,:00
2013,UA,15,40,2013-01-31T15:00:00Z,:00
2013,DL,15,55,2013-01-31T15:00:00Z,:00
2013,B6,13,35,2013-01-31T13:00:00Z,:00
